Brand,Model,Variant,Name,Year,Km_Driven,Fuel,Seller_Type,Transmission,Owner,Selling_Price
10,585,642,489,2009,67067,4,0,1,0,235000
10,589,44,499,2013,66066,4,0,0,0,345000
11,355,559,582,2013,82082,1,0,1,0,365000
10,219,674,396,2014,48000,4,1,1,0,400000
10,135,651,338,2015,30000,4,1,1,0,250000
10,511,542,463,2012,70070,1,0,0,0,465000
17,274,657,1016,2017,10000,4,1,1,0,300000
12,458,50,860,2018,25000,4,1,1,0,655000
12,536,560,917,2016,30000,0,1,1,2,350000
10,589,44,499,2015,50000,4,0,0,0,500000
10,220,549,383,2015,63063,4,0,0,0,465000
12,465,533,875,2008,70000,1,1,1,0,263000
12,332,556,804,2012,90000,4,1,1,0,250000
10,215,605,371,2005,90000,4,1,1,4,70000
9,526,692,311,2017,140000,1,1,1,0,650000
10,594,162,530,2014,80000,1,1,1,2,370000
12,464,647,874,2016,40000,1,1,1,0,509999
12,578,556,948,2011,33000,4,1,1,0,280000
12,6,696,677,2010,40000,4,1,1,0,180000
8,143,225,138,2017,6000,4,1,1,0,650000
10,509,583,464,2010,78000,1,0,1,2,200000
10,509,583,464,2011,72000,1,0,1,4,210000
19,312,556,1135,2011,9528,4,0,1,0,75000
20,264,401,1242,2011,135200,1,0,1,0,450000
10,590,103,507,2011,58000,4,0,1,2,220000
10,597,163,537,2013,78000,1,0,1,2,325000
19,584,126,1200,2018,45000,4,1,1,0,450000
8,142,216,120,2017,35000,1,1,1,0,825000
10,9,604,318,2007,76000,4,0,1,4,125000
11,562,619,651,2015,100000,1,1,1,4,434999
11,420,556,608,2011,99000,1,1,1,2,484999
12,363,689,810,2009,80000,1,1,1,4,175000
9,115,331,288,2006,120000,4,1,1,4,220000
12,329,619,801,2017,34000,4,0,1,0,215000
11,556,450,647,2014,68000,1,0,1,0,625000
8,142,215,119,2018,15000,1,1,1,0,615000
3,61,649,22,2012,58000,1,0,1,0,130000
19,258,619,1107,2013,50300,1,1,1,0,175000
19,252,561,1101,2011,70000,1,1,1,2,150000
19,248,625,1095,2011,60000,1,1,1,4,195000
12,166,269,764,2020,90000,1,1,1,0,550000
18,442,332,1056,2010,80000,4,1,1,2,400000
12,447,58,832,2015,45000,4,1,1,0,217000
12,464,556,873,2011,130000,1,1,1,2,290000
11,66,665,556,2018,80000,1,1,1,0,700000
12,15,507,678,2014,40000,4,1,1,0,175000
21,39,253,1267,2017,80000,1,1,1,0,575000
12,363,622,806,2016,100000,1,1,1,2,380000
11,563,556,654,2013,151624,1,1,1,2,350000
17,127,521,1000,2012,160000,1,1,1,0,450000
10,390,560,399,2005,110000,0,1,1,2,130000
12,464,556,873,2015,74820,1,1,1,0,320000
11,556,450,647,2014,82000,1,1,1,0,550000
12,543,619,927,2015,50000,4,1,1,2,370000
3,60,627,24,2010,70000,4,1,1,2,114999
19,252,681,1119,2008,150000,1,1,1,4,80000
8,142,215,119,2019,17000,1,1,1,0,950000
12,450,688,851,2014,150000,1,1,1,0,425000
10,596,162,533,2015,80000,1,1,1,0,500000
9,27,715,221,2013,120000,1,1,1,0,349000
10,590,103,507,2012,90000,4,1,1,4,330000
10,399,604,418,2010,90000,4,1,1,4,120000
10,506,309,445,2013,100000,1,1,1,2,430000
12,464,556,873,2014,90000,1,1,1,0,390000
15,305,653,972,2012,129000,1,1,1,0,225000
19,431,629,1172,2009,66778,1,1,1,0,100000
10,136,651,340,2014,50000,4,1,1,0,190000
10,599,162,541,2014,110000,1,1,1,2,315000
10,223,642,389,2015,60000,1,1,1,2,300000
17,274,657,1016,2016,40000,4,1,1,0,280000
19,487,89,1183,2018,10000,4,1,1,0,539000
12,82,711,732,2017,50000,4,1,1,0,420000
12,328,505,800,2001,70000,4,1,1,4,85000
16,1,721,991,2004,73000,4,1,1,1,142000
10,134,633,337,2014,76000,4,1,1,2,180000
3,477,460,64,2014,120000,1,1,1,2,400000
10,399,698,421,2003,110000,4,1,1,2,85000
9,72,95,238,2016,63400,4,1,1,0,350000
5,211,556,71,2015,25000,4,1,1,0,380000
10,585,594,486,2009,80000,4,1,1,4,140000
12,543,619,927,2012,90000,4,1,1,0,200000
10,399,602,414,2011,157000,4,1,1,0,150000
11,69,450,560,2007,100000,1,1,1,2,300000
17,274,657,1016,2017,50000,4,1,1,0,280000
12,17,438,690,2011,40000,4,1,1,0,200000
3,47,77,17,2009,38500,4,1,1,2,110000
10,585,642,489,2008,103921,4,1,1,2,140000
9,50,641,233,2016,43377,1,0,1,0,910000
8,194,682,186,2010,102307,1,0,1,0,160000
12,571,629,949,2004,79000,4,1,1,2,105000
12,528,630,914,2004,90000,4,1,1,1,70000
3,60,583,18,2012,110000,1,1,1,0,160000
3,386,533,49,2013,80000,1,1,1,0,225000
9,104,136,248,2002,100000,4,1,1,0,145000
8,142,216,120,2018,20000,1,1,1,0,930000
10,215,200,366,2008,154000,1,1,1,4,110000
17,289,524,1021,2017,40000,1,1,1,0,650000
12,447,694,878,2019,51000,4,1,1,0,550000
12,22,555,701,2008,120000,4,1,1,2,85000
20,179,263,1218,2016,35000,4,1,1,0,509999
12,55,128,710,2017,70000,1,1,1,0,650000
3,430,15,52,2011,60000,4,1,1,2,140000
12,15,631,703,2011,70000,4,1,1,0,150000
5,209,650,68,2018,10000,4,1,1,2,450000
17,274,24,1008,2017,60000,4,1,1,0,400000
19,487,85,1180,2016,30000,4,1,1,0,300000
12,15,507,678,2012,8000,4,1,1,0,250000
19,490,86,1190,2019,10000,4,1,1,0,500000
10,9,563,313,2002,100000,1,1,1,4,85000
15,439,700,975,2012,110000,1,1,1,0,300000
11,553,598,643,2015,45000,1,0,0,0,740000
10,399,698,421,2005,68500,4,0,1,0,70000
10,398,540,412,2019,5007,4,0,0,0,484999
15,303,660,969,2013,30000,4,1,1,0,164000
9,104,264,254,2008,70000,4,1,0,0,140000
13,132,592,961,2011,49600,1,0,0,0,999000
12,15,630,702,2005,23000,4,1,1,2,56000
2,4,672,6,2006,30000,1,0,0,0,1050000
10,506,317,449,2010,38000,4,0,1,0,190000
10,589,41,498,2011,43100,4,0,1,0,235000
5,208,680,70,2017,10171,4,0,1,0,350000
17,127,364,994,2015,41123,1,0,1,0,465000
9,110,668,272,2014,40000,1,0,1,0,450000
21,272,381,1276,2015,52517,1,0,1,0,790000
11,299,527,577,2019,20000,1,1,1,0,900000
8,143,209,135,2014,99117,1,0,1,0,450000
3,430,15,52,2009,90000,4,1,1,0,135000
12,90,556,735,2019,3700,4,1,1,0,425000
19,249,190,1097,2010,80000,1,1,1,0,100000
8,142,240,125,2015,100000,1,1,1,2,650000
19,243,190,1085,2011,54000,1,1,1,0,90000
10,136,651,340,2017,19000,4,1,1,0,250000
12,450,688,851,2014,120000,1,1,1,0,300000
12,543,619,927,2014,30000,4,1,1,0,275000
9,53,641,236,2017,43500,4,1,1,0,600000
17,274,657,1016,2016,60000,4,1,1,2,270000
17,277,647,1018,2016,70000,4,1,1,2,240000
17,274,24,1008,2016,20000,4,1,1,0,350000
12,450,688,851,2015,58000,1,1,1,0,650000
12,535,619,911,2014,40000,4,0,1,0,350000
12,528,630,914,2005,70000,4,1,1,2,75000
10,595,163,528,2012,70000,1,0,1,0,440000
10,399,604,418,2013,60000,4,1,1,0,270000
12,326,502,796,2015,70000,4,0,1,0,238000
18,185,121,1030,2010,150000,1,1,1,0,260000
20,179,687,1233,2012,140000,1,1,1,4,350000
20,182,687,1230,2015,70000,1,1,1,0,480000
20,182,601,1228,2012,137250,1,1,1,2,345000
11,414,639,600,2013,110000,1,1,1,2,500000
10,221,645,385,2017,27000,4,0,1,0,595000
17,275,20,1012,2020,1000,4,0,1,3,541000
10,389,549,400,2018,16000,4,0,1,0,515000
8,193,583,182,2019,13000,1,0,1,3,894999
17,352,647,1024,2012,47000,1,0,1,0,325000
12,92,159,739,2018,22000,4,1,1,0,925000
15,480,648,985,2017,30000,4,1,1,0,844999
12,92,159,739,2018,20000,4,1,1,0,925000
19,296,629,1129,2013,60000,1,1,1,0,300000
20,79,638,1203,2008,75000,4,1,1,2,650000
12,17,630,692,2010,64000,4,0,1,0,175000
12,373,471,821,2015,80000,1,1,1,0,325000
17,127,523,1002,2017,90000,1,1,1,0,600000
12,473,651,893,2018,30000,4,1,1,0,700000
20,117,610,1215,2003,120000,4,1,0,2,95000
12,82,711,732,2019,20000,4,0,1,0,490000
19,380,384,1163,2013,100000,1,1,1,0,380000
10,219,72,381,2018,31000,4,0,1,0,550000
12,15,511,682,2013,47000,4,0,1,0,225000
19,321,86,1158,2018,11200,4,1,1,0,570000
12,15,511,682,2018,35000,4,0,1,0,305000
12,533,636,909,2010,50000,3,0,1,0,240000
12,169,688,769,2015,55000,1,0,1,0,700000
12,329,619,801,2018,20000,4,0,1,0,288000
11,64,551,547,2017,75000,1,0,1,0,800000
12,82,694,726,2017,93000,4,0,1,0,430000
3,62,645,21,2009,57000,1,0,1,2,195000
12,146,488,763,2014,30000,4,0,1,0,325000
17,127,519,998,2013,73000,1,0,1,0,450000
12,450,688,851,2016,65000,1,0,1,0,630000
12,447,152,836,2009,62000,4,0,1,2,250000
10,391,616,403,2007,85000,4,0,1,0,135000
3,430,21,56,2010,73000,4,1,1,0,110000
12,447,708,888,2012,55000,1,0,1,0,350000
12,329,619,801,2016,5800,4,1,1,2,240000
12,473,651,893,2018,30000,4,1,1,0,600000
12,450,688,851,2018,20000,1,1,1,0,750000
10,136,651,340,2018,20000,4,1,1,0,270000
12,15,631,703,2007,100000,4,1,1,2,90000
12,541,694,923,2013,65000,4,1,1,0,350000
8,195,591,183,2013,90000,1,1,1,2,285000
11,560,568,650,2011,140000,1,1,1,2,350000
9,268,545,301,2010,60000,4,0,1,2,285000
9,113,692,284,2018,28635,4,0,1,0,1000000
9,36,556,228,2018,32114,1,0,1,0,780000
12,82,694,726,2014,82000,4,0,1,2,300000
12,467,555,879,2006,95149,4,0,1,2,160000
9,34,716,232,2018,68458,4,0,1,0,625000
12,363,695,812,2010,42000,4,1,1,0,265000
9,109,686,270,2014,90000,1,1,1,2,515000
10,591,184,521,2016,100000,1,1,1,0,650000
11,475,468,625,2017,80000,1,1,1,0,650000
10,215,139,364,2010,105546,4,1,1,0,150000
20,182,108,1224,2018,10000,4,1,1,0,500000
20,264,411,1252,2012,80000,1,1,1,2,1000000
10,598,41,538,2013,35000,4,1,1,0,340000
20,264,401,1242,2013,120000,1,1,1,0,1010000
20,179,601,1221,2011,120000,1,1,1,4,350000
12,464,556,873,2016,70000,1,1,1,0,595000
11,425,455,617,2014,130000,1,1,1,4,700000
17,274,656,1014,2019,40000,4,1,1,0,265000
12,17,694,695,2015,60000,4,1,1,2,320000
9,104,232,253,2011,110000,4,1,1,0,310000
9,109,692,271,2014,130000,1,1,1,0,700000
12,23,555,705,2009,80000,4,1,1,2,130000
12,450,689,853,2009,120000,1,1,1,2,150000
9,25,715,212,2015,104000,1,1,1,2,300000
12,450,631,850,2011,100000,4,1,1,2,150000
9,104,136,248,2003,132343,4,1,1,2,120000
10,123,169,323,2016,90000,1,1,1,2,950000
12,543,619,927,2007,60000,4,1,1,2,100000
9,266,234,296,2015,76000,1,1,1,0,450000
12,5,589,670,2004,60000,4,1,1,4,30000
11,362,306,586,2009,30000,4,1,1,2,200000
19,252,625,1114,2010,96000,1,1,1,2,250000
12,15,695,707,2015,26134,4,0,1,0,280000
12,363,689,810,2011,52895,1,0,1,0,260000
10,509,583,464,2013,42324,1,0,1,2,550000
11,554,351,644,2016,65000,1,0,1,0,1044999
11,414,589,597,2012,60236,1,0,1,0,550000
12,543,619,927,2014,70000,4,1,1,2,210000
12,543,619,927,2014,70000,4,1,1,4,210000
11,560,588,660,2009,100000,1,1,1,2,290000
6,3,634,85,2008,110000,1,1,1,0,250999
17,491,556,1027,2019,10300,4,1,1,0,600000
6,231,130,90,2014,120000,1,1,1,2,270000
19,318,481,1150,2012,142000,1,1,1,0,550000
11,475,470,627,2017,25000,1,1,1,0,800000
19,24,697,1063,2020,5000,4,1,1,0,500000
10,219,71,380,2016,28643,4,0,1,0,396000
9,109,692,271,2014,50000,1,1,1,0,600000
12,548,41,936,2019,30000,4,0,1,0,575000
10,398,556,413,2020,5000,4,1,1,0,520000
12,56,550,714,2018,7600,4,1,0,0,600000
3,61,625,19,2013,47253,1,0,1,0,195000
12,20,539,696,2015,4432,4,0,0,2,281000
19,240,619,1076,2010,110000,4,1,1,2,75000
10,219,674,396,2014,25000,4,1,1,0,400000
19,249,190,1097,2009,70000,1,1,1,2,93000
10,592,650,524,2016,68523,4,0,1,0,560000
10,133,13,335,2019,5000,4,1,1,0,400000
19,490,87,1191,2018,40000,4,1,1,0,459999
10,558,53,476,2017,43000,1,1,1,0,450000
12,16,0,689,2010,80251,0,0,1,2,88000
10,590,61,504,2010,34500,4,1,1,2,250000
3,61,625,19,2013,93900,1,1,1,2,130000
12,582,617,956,2004,80000,4,1,1,0,79000
3,61,625,19,2012,110000,1,1,1,0,120000
3,336,375,41,2012,25000,1,1,1,0,300000
12,6,636,676,2009,25000,4,1,1,0,145000
3,430,16,53,2013,10000,4,1,1,0,240000
9,526,692,311,2018,30000,1,1,1,0,700000
10,9,605,320,2010,110000,4,1,1,2,145000
12,172,591,773,2014,80000,1,1,1,2,535000
11,273,361,575,2016,21000,4,1,1,0,420000
12,17,694,695,2016,20000,4,1,1,0,350000
12,464,556,873,2015,32000,1,1,1,0,550000
19,243,146,1083,2012,70000,1,1,1,2,198000
10,598,162,539,2013,50000,1,1,1,0,420000
8,160,484,144,2004,120000,1,1,1,0,195000
10,133,674,348,2012,55766,4,1,1,2,150000
15,301,700,973,2011,40000,4,1,1,2,275000
12,5,675,671,2001,60000,4,1,1,4,65000
12,461,556,868,2008,50000,4,1,1,0,200000
12,450,689,853,2010,110000,1,1,1,2,250000
19,252,681,1119,2013,100000,1,1,1,0,182000
12,571,692,954,2001,86000,4,1,1,2,85000
12,447,688,872,2013,50000,1,1,1,0,400000
12,56,128,713,2017,20000,1,1,1,0,650000
10,588,41,493,2010,50000,4,1,1,0,400000
19,292,619,1121,2012,80000,1,1,1,2,295000
12,331,556,803,2006,135000,3,1,1,1,60000
12,572,649,938,2003,120000,1,1,1,4,110000
6,283,144,95,2015,113600,1,1,1,0,550000
10,399,604,418,2008,70000,4,1,1,4,190000
8,45,556,115,2018,20000,1,0,1,0,861999
8,44,556,114,2018,14000,4,0,1,0,782000
8,204,556,200,2018,26000,1,0,1,0,836000
9,111,686,276,2016,138925,4,0,1,0,696000
9,266,270,298,2016,121764,1,0,1,0,596000
9,266,115,293,2016,105429,4,0,1,0,612000
12,15,511,682,2015,35000,4,1,1,0,114999
19,70,697,1067,2017,60000,1,1,1,0,340000
12,473,651,893,2020,5000,4,1,1,0,550000
3,47,75,16,2008,70000,4,1,1,4,114999
12,519,708,899,2019,20000,1,1,1,0,890000
19,321,91,1159,2019,8000,4,1,1,0,715000
10,594,6,527,2014,54000,4,0,1,2,525000
10,594,41,529,2014,23122,4,0,1,2,475000
3,125,627,30,2012,44500,1,0,1,2,349000
21,343,607,1291,2017,13599,4,0,0,0,825000
11,420,556,608,2014,100000,1,1,1,2,550000
12,447,151,835,2006,110000,4,1,1,4,95000
20,264,399,1240,2014,90000,1,1,1,2,725000
19,490,90,1192,2019,17000,4,1,1,0,670000
12,15,629,700,2008,140000,4,1,1,0,65000
11,560,569,653,2015,50000,1,1,1,2,500000
11,273,362,576,2017,53000,4,1,1,0,600000
12,542,647,933,2017,70000,4,1,1,2,350000
3,61,627,20,2012,70000,1,1,1,2,200000
10,133,674,348,2012,80000,4,1,1,0,150000
12,572,649,938,2003,110000,1,1,1,2,75000
9,26,715,215,2013,90000,1,1,1,2,350000
2,550,719,7,2011,86000,1,1,0,2,890000
11,414,639,600,2014,120000,1,1,1,0,500000
10,159,556,363,2019,5200,4,1,1,0,600000
3,60,625,23,2010,60000,4,1,1,2,99000
10,587,39,488,2011,46000,4,1,1,0,235000
19,252,605,1111,2006,40000,4,1,1,2,75000
9,109,692,271,2014,90000,1,1,1,2,600000
10,507,307,457,2019,25000,1,1,1,2,1000000
10,506,307,444,2012,90000,1,1,1,0,390000
21,343,252,1284,2015,70000,1,1,1,0,600000
10,590,104,508,2017,70000,4,1,1,2,600000
10,154,583,358,2019,35000,1,1,1,2,730000
10,219,66,377,2017,12700,4,1,0,0,450000
12,363,622,806,2011,80000,1,1,1,0,250000
17,274,24,1008,2018,20000,4,1,1,0,300000
8,142,226,123,2017,19000,4,1,1,0,800000
6,230,1,89,2009,95000,1,1,1,2,125000
21,346,120,1289,2012,90000,1,1,1,0,295000
8,143,10,130,2013,45839,4,0,1,0,650000
3,46,180,10,2010,74510,4,0,1,0,200000
3,47,74,15,2009,87293,4,0,1,0,130000
8,194,590,184,2012,156040,1,0,1,0,250000
8,160,422,142,2004,93415,1,0,1,0,400000
8,42,556,112,2017,101159,4,0,1,0,430000
10,133,14,336,2015,80000,4,1,1,2,170000
19,487,446,1186,2019,12000,4,1,1,0,450000
12,447,711,890,2013,90000,4,1,1,0,350000
3,430,16,53,2011,68519,4,0,1,0,130000
3,61,625,19,2012,55130,1,0,1,0,180000
8,143,12,132,2014,65239,4,0,1,0,475000
21,343,80,1281,2015,58182,4,0,1,0,470000
8,188,684,162,2012,91245,1,0,1,0,200000
11,557,450,648,2013,102989,1,0,1,0,650000
9,104,219,249,2010,50000,4,1,1,0,400000
12,450,688,851,2014,90000,1,1,1,0,409999
12,464,556,873,2018,25000,1,1,1,0,640000
12,536,643,921,2007,80000,4,1,1,2,160000
12,59,128,721,2018,70000,1,1,1,0,750000
11,271,494,565,2002,50000,1,1,1,4,150000
12,15,667,706,2008,100000,4,1,1,2,80000
12,82,689,725,2016,90000,1,1,1,4,240000
12,175,636,781,2005,60000,4,1,1,4,60000
12,15,629,700,2007,120000,4,1,1,4,70000
21,272,340,1271,2008,90000,1,1,0,2,285000
12,464,556,873,2015,60000,1,1,1,2,350000
10,591,185,522,2015,30000,1,1,1,2,699000
8,194,711,187,2011,108000,1,1,1,2,275000
10,590,167,512,2012,160000,1,1,1,2,350000
12,23,555,705,2006,90000,4,1,1,4,135000
11,564,526,656,2010,120000,1,1,1,4,325000
11,557,450,648,2012,102000,1,1,1,2,650000
8,189,684,163,2012,60000,4,0,1,0,450000
19,487,85,1180,2019,3000,4,1,1,0,425000
12,15,631,703,2006,75118,4,1,1,2,150000
12,363,622,806,2013,140000,1,1,1,2,290000
10,558,64,479,2014,60000,4,1,1,2,335000
3,335,278,37,2006,79000,4,0,1,1,120000
8,238,322,206,2005,25000,4,1,1,2,20000
19,252,625,1114,2012,70000,1,1,1,2,220000
8,238,138,203,2005,4637,4,1,1,2,61000
12,464,556,873,2016,70000,1,1,1,0,620000
12,453,591,846,2014,100000,1,1,1,2,425000
19,243,145,1082,2009,120000,1,1,1,2,85000
12,447,131,833,2015,40000,1,1,1,2,270000
11,273,360,574,2017,30000,4,1,1,0,450000
19,319,389,1156,2012,42655,1,1,1,0,450000
17,274,23,1007,2017,43000,4,1,1,2,250000
20,264,419,1260,2012,70000,1,1,1,0,725000
10,590,642,534,2010,55000,4,1,1,0,250000
6,353,130,106,2010,80000,1,1,1,2,99000
17,274,7,1006,2017,55000,4,1,1,0,350000
10,558,110,482,2018,70000,4,1,1,0,511000
12,363,689,810,2012,80000,1,1,1,0,300000
10,589,41,498,2010,60000,4,1,1,4,125000
19,487,89,1183,2018,30000,4,1,1,0,500000
17,127,520,999,2013,80000,1,1,1,2,385000
18,356,305,1051,2012,90000,4,1,1,0,350000
12,5,677,673,2003,50000,4,1,1,0,60000
10,399,604,418,2012,50000,4,1,1,0,300000
10,590,164,510,2012,70000,1,1,1,0,400000
8,143,208,134,2014,110000,1,1,1,0,550000
15,438,700,977,2012,80000,4,1,1,2,300000
12,447,688,872,2012,156000,1,1,1,0,250000
12,144,489,759,2018,25000,4,1,1,0,300000
12,15,629,700,2004,120000,4,1,1,0,80000
17,274,540,1009,2017,40000,4,1,0,0,355000
12,450,688,851,2015,50000,1,1,1,0,520000
10,506,281,440,2012,26000,1,1,1,0,500000
12,15,631,703,2008,30000,4,1,1,0,114999
11,475,467,624,2018,20000,1,1,1,0,800000
12,23,555,705,2008,30000,4,1,1,2,105000
12,15,631,703,2011,78000,4,1,1,0,135000
12,543,619,927,2011,40000,4,1,1,2,170000
10,506,311,446,2014,100000,4,1,1,0,550000
9,104,267,257,2009,70000,4,1,1,4,250000
10,148,669,351,2014,30000,1,1,1,2,650000
9,104,265,255,2008,77000,4,1,0,4,210000
21,494,613,1305,2011,150000,1,1,1,0,260000
12,450,707,858,2016,69000,1,1,1,0,750000
12,363,689,810,2012,120000,1,1,1,2,220000
10,215,139,364,2008,110000,4,1,1,2,110000
11,355,558,581,2013,110000,1,1,1,0,220000
19,263,582,1118,2009,50000,1,1,1,0,130000
10,590,83,505,2012,44000,4,1,1,0,330000
9,104,232,253,2010,90000,4,1,1,2,254999
10,506,312,447,2014,50000,4,1,1,2,600000
10,585,642,489,2012,50000,4,1,1,0,210000
3,164,496,34,2014,146000,1,1,1,0,300000
19,487,88,1182,2018,15000,4,1,0,0,426000
12,17,694,695,2015,60000,4,1,1,0,265000
10,558,69,481,2016,35000,4,1,1,2,450000
10,506,307,444,2012,80000,1,1,1,0,480000
19,310,635,1138,2010,90000,4,1,1,0,40000
9,104,232,253,2011,70000,4,1,1,2,395000
12,543,619,927,2013,62000,4,1,1,2,229999
8,143,227,139,2018,10000,4,1,0,0,875000
12,144,487,758,2010,80000,0,1,1,1,170000
10,599,41,540,2015,35000,4,1,1,2,500000
12,237,101,793,2019,40000,4,1,1,0,450000
12,166,688,772,2012,120000,1,1,1,4,550000
19,295,619,1126,2013,60000,4,1,1,0,200000
19,240,619,1076,2008,90000,4,1,1,2,80000
8,45,556,115,2019,15000,1,1,1,0,675000
12,144,497,761,2017,30000,4,1,1,0,260000
12,528,630,914,2001,117000,4,1,1,2,70000
12,15,629,700,2004,70000,4,1,1,0,100000
20,264,415,1256,2012,110000,1,1,1,2,730000
15,480,518,984,2016,100000,1,1,1,2,525000
15,480,518,984,2016,105000,1,1,1,2,525000
20,120,572,1210,2012,95000,1,1,1,2,420000
9,31,716,224,2015,70000,4,1,1,0,500000
12,536,643,921,2009,76000,4,1,1,2,165000
10,506,307,444,2014,70000,1,1,1,2,650000
3,61,627,20,2013,46000,1,1,1,0,195000
12,176,555,782,2006,90000,4,1,1,0,90000
10,558,34,473,2016,50000,1,1,1,0,515000
9,266,270,298,2017,24585,1,0,1,3,700000
12,571,629,949,2001,70000,4,1,1,0,62000
20,181,666,1222,2011,110000,1,1,1,4,220000
10,397,556,411,2019,10000,0,1,1,0,520000
6,283,593,99,2010,100000,4,1,1,0,170000
8,194,682,186,2011,110000,1,1,1,2,190000
8,194,682,186,2011,100000,1,1,1,2,150000
12,576,619,943,2009,65000,4,1,1,0,125000
9,26,715,215,2015,40000,1,1,1,4,290000
12,87,556,730,2019,13900,4,1,1,0,490000
19,490,90,1192,2017,17563,4,1,1,0,434999
19,584,126,1200,2016,15000,4,1,1,0,380000
21,346,120,1289,2012,82000,1,1,1,2,200000
8,191,276,172,2016,40000,1,1,1,0,495000
11,556,450,647,2014,151000,1,1,1,2,600000
9,75,641,243,2015,50000,4,1,1,0,300000
9,25,716,213,2017,15000,4,1,1,0,430000
9,25,714,211,2017,80000,1,1,1,0,370000
12,59,41,720,2019,11000,4,1,1,0,750000
12,19,647,694,2016,50000,0,1,1,0,300000
2,550,719,7,2012,120000,1,1,0,2,700000
12,538,555,919,2007,70000,3,1,1,4,100000
10,219,674,396,2015,90000,4,1,1,0,300000
10,596,162,533,2016,40000,1,1,1,0,650000
12,464,556,873,2017,25000,1,1,1,0,509999
20,264,415,1256,2013,117780,1,1,1,2,1000000
10,507,669,459,2010,120000,1,1,1,2,280000
12,449,688,839,2017,120000,1,1,1,0,600000
18,356,314,1052,2013,120000,1,1,1,4,210000
10,140,651,346,2018,30000,4,1,1,0,245000
10,219,674,396,2016,25000,4,1,1,0,375000
11,414,348,587,2015,55000,1,1,1,2,150000
12,166,688,772,2014,100000,1,1,1,2,500000
12,15,631,703,2007,40000,4,1,1,2,75000
10,427,632,433,2006,80000,4,1,0,4,225000
10,426,396,432,2006,80000,4,1,0,1,275000
11,66,665,556,2018,35000,1,1,1,0,620000
15,549,641,989,2010,110000,1,1,1,2,600000
11,567,556,661,2011,160000,1,1,1,0,275000
19,252,681,1119,2013,125000,1,1,1,0,125000
19,252,604,1110,2011,62000,4,1,1,2,80000
15,304,705,970,2011,120000,1,1,1,2,199000
15,301,700,973,2016,33000,4,1,1,2,440000
12,450,621,845,2013,80000,1,1,1,1,250000
10,590,188,516,2017,35000,1,1,1,0,700000
10,224,645,388,2015,50000,1,1,1,0,450000
12,15,516,687,2019,5000,4,1,1,0,240000
8,142,240,125,2016,81595,1,0,1,0,650000
10,216,533,370,2005,22000,4,1,1,0,71000
12,467,647,882,2015,40000,4,1,1,0,400000
12,23,555,705,2008,40000,4,1,1,2,130000
11,414,424,591,2013,70000,1,1,1,2,300000
9,34,716,232,2018,13500,4,0,1,0,800000
12,364,619,809,2013,40000,1,1,1,0,490000
9,266,115,293,2018,9700,4,0,1,0,836000
21,348,120,1292,2012,62000,4,1,1,2,375000
19,315,554,1143,2009,50000,4,1,1,4,35000
9,52,641,235,2017,36000,4,0,1,0,1068000
10,155,645,359,2018,27000,4,1,1,0,700000
12,17,694,695,2016,40000,4,1,1,0,350000
10,588,41,493,2009,80000,4,1,1,2,254999
10,596,162,533,2016,80000,1,1,1,0,750000
12,363,689,810,2012,119000,1,1,1,2,325000
12,88,542,734,2017,25000,4,1,0,0,509999
15,301,700,973,2013,28740,4,1,1,0,363000
12,17,630,692,2010,48500,4,1,1,0,229999
15,438,700,977,2012,110000,4,1,1,2,290000
12,447,694,878,2018,30000,4,1,1,0,550000
19,248,629,1096,2011,120000,1,1,1,2,125000
20,264,405,1246,2008,140000,1,1,1,2,350000
10,506,309,445,2011,90000,1,1,1,0,390000
12,82,694,726,2015,45000,4,1,1,0,220000
10,399,698,421,2005,80000,4,1,1,4,140000
12,530,645,905,2018,15000,4,1,0,0,370000
12,450,688,851,2019,20000,1,1,1,0,650000
12,15,510,681,2017,37000,4,1,1,0,280000
12,450,688,851,2016,80000,1,1,1,0,540000
0,116,436,1,2002,120000,1,1,1,1,50000
12,94,556,743,2018,20000,4,1,1,0,800000
8,191,274,170,2016,25000,1,1,1,0,515000
10,590,83,505,2010,96000,4,1,1,4,220000
3,430,18,55,2013,53000,4,0,1,0,165000
6,283,137,94,2010,65000,1,0,1,0,221000
3,60,627,24,2015,43000,4,0,1,0,245000
8,191,125,167,2012,42000,4,0,1,0,260000
18,444,377,1059,2011,73000,1,0,0,0,550000
10,219,65,376,2015,29000,4,0,1,0,434999
19,381,589,1164,2013,95000,1,0,1,0,450000
3,383,51,42,2014,25000,4,1,1,0,290000
21,492,28,1295,2011,53000,4,0,1,2,305000
8,116,290,117,2011,20000,4,0,1,0,265000
9,72,95,238,2014,57000,4,0,1,0,325000
3,125,628,31,2014,52000,1,0,1,0,550000
12,575,555,944,2008,40000,4,1,1,0,105000
9,72,95,238,2012,47000,4,0,1,0,275000
9,104,267,257,2012,47000,4,0,1,2,434999
10,506,285,443,2016,73000,1,0,1,0,690000
9,77,641,245,2012,42000,4,0,1,2,249000
10,135,651,338,2012,60000,4,0,1,4,204999
12,542,647,933,2015,120000,4,1,1,0,190000
12,15,631,703,2012,50000,4,1,1,0,150000
11,66,665,556,2018,25000,1,1,1,0,900000
12,174,650,780,2019,11000,4,1,0,0,950000
12,450,694,854,2013,80000,4,1,1,0,475000
8,190,236,164,2013,75000,1,1,1,2,450000
